state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage
Uttarakhand,Bageshwar,20,137,59734,150,0,52,300,18475,5.82,11
Uttarakhand,Champawat,106,120,56309,87,0,948,529,20773,2.06,22
Uttarakhand,Nainital,430,1091,169529,592,0,1463,1140,50045,1.8,46
West Bengal,Alipurduar District,0,424,140153,914,0,2375,2516,42966,3.25,91
West Bengal,Bankura,0,339,189711,507,0,5058,3682,60053,2.46,133
West Bengal,Basirhat HD (North 24 Parganas),6,1041,220347,484,0,2896,926,28079,5.28,206
West Bengal,Birbhum,0,1442,205350,1004,0,3774,2499,41847,5.47,284
West Bengal,Bishnupur HD (Bankura),41,784,69477,378,0,1763,1340,21967,3.65,93
West Bengal,Dakshin Dinajpur,0,1864,159850,963,0,4832,2838,44613,1.4,94
West Bengal,Darjeeling,0,970,223579,781,0,5391,3130,62181,4.86,309
West Bengal,Diamond Harbor HD (S 24 Parganas),0,2153,274280,1984,0,6126,4117,58670,2.79,231
West Bengal,East Bardhaman,0,4198,432726,2262,0,13597,3919,81047,1.6,285
West Bengal,Hoogly,0,3350,586036,2769,0,10828,6007,102332,2.27,322
West Bengal,Howrah,0,2023,418670,1326,0,9130,4138,85843,2.66,297
West Bengal,Jalpaiguri,0,942,130837,875,0,4943,2971,56942,2.63,155
West Bengal,Jhargram,0,878,47533,418,0,1140,814,27309,7.53,152
West Bengal,Kalimpong,0,265,51964,580,0,633,643,10272,4.68,42
West Bengal,Kolkata,0,8008,1049265,2561,0,17231,7094,234126,3.61,911
West Bengal,Malda,0,421,257463,925,0,2182,3327,76641,5.65,147
West Bengal,Murshidabad,200,3653,442458,1525,0,11670,4859,97570,1.55,237
West Bengal,Nadia,0,3279,361353,1277,0,11478,4986,95420,2.26,333
West Bengal,Nandigram HD (East Medinipore),0,7769,249279,1623,0,1154,424,25245,2.32,207
West Bengal,North 24 Parganas,0,7570,712186,2704,0,19801,5877,152853,2.53,690
West Bengal,Paschim Medinipore,0,4060,353756,1864,0,7638,3139,77445,3.35,392
West Bengal,Purba Medinipore,0,1506,324383,2049,0,4044,749,43883,2.27,123
West Bengal,Purulia,160,2013,184875,1306,0,3810,2353,56181,3.38,197
West Bengal,Rampurhat HD (Birbhum),0,160,137186,1080,0,155,2539,31148,4.76,15
West Bengal,South 24 Parganas,0,4255,441119,2755,0,12771,8081,101175,3.2,544
West Bengal,Uttar Dinajpur,0,1790,155629,687,0,5012,2698,50860,2.18,148
West Bengal,West Bardhaman,2,1648,204901,1386,0,7597,3776,64285,3.08,285
Assam,Hojai,0,863,68697,906,0,1169,410,18267,8.27,168
Assam,Biswanath,0,1954,51522,1157,0,1194,481,18892,3.56,112
Assam,Charaideo,0,108,33089,559,0,12,193,10293,0.0,0
Assam,Majuli,0,449,27078,217,0,18,151,6466,2.78,13
Assam,South Salmara Mankachar,264,93,6951,109,90,125,201,5493,19.27,42
Assam,West Karbi Anglong,0,133,13758,115,0,99,230,7758,7.76,18
Gujarat,Ahmedabad Corporation,0,6061,825940,4481,0,33873,26517,556993,2.34,936
Gujarat,Bhavnagar Corporation,0,352,95643,239,0,3673,2976,73444,3.35,135
Gujarat,Gandhinagar Corporation,0,905,56094,524,1,4790,3476,60859,2.72,155
Gujarat,Jamnagar Corporation,0,886,93138,535,2,5535,4577,76113,2.94,189
Gujarat,Junagadh Corporation,0,137,54165,143,0,170,108,11601,10.75,33
Gujarat,Rajkot Corporation,0,1202,243086,1061,0,16398,14510,238282,3.24,570
Gujarat,Surat Corporation,0,3252,620788,1590,0,19061,15496,385673,2.59,577
Gujarat,Vadodara Corporation,61,2502,349055,1980,4,18766,15318,277730,2.5,532
Tamil Nadu,Cheyyar,0,419,25189,293,0,1031,863,11107,9.66,140
Tamil Nadu,Aranthangi,19,142,33068,419,0,755,1157,11713,7.02,63
Tamil Nadu,Kovilpatti,0,730,34134,593,0,1703,1277,13372,3.99,97
Tamil Nadu,Ranipet,1788,700,40401,273,0,3014,1443,21191,3.66,136
West Bengal,COOCHBEHAR,21,1109,202979,851,0,3502,2991,54240,1.93,89
